Training started at: 2025-05-22 21:33:25
Device: cuda, Num Epochs: 100, Model: UNet
Batch Size: 8, Learning Rate: 0.0008
Loss Function: TverskyLoss, Optimizer: Adam
Weight Decay: 5e-07
Dropout: 0.05
Epoch, AvgTrainLoss, 
1, 0.518233, 
2, 0.408483, 
3, 0.388845, 
4, 0.378012, 
5, 0.366866, 
6, 0.366733, 
7, 0.359922, 
8, 0.359124, 
9, 0.353453, 
10, 0.346755, 
11, 0.340214, 
12, 0.340493, 
13, 0.331612, 
14, 0.332396, 
15, 0.331839, 
16, 0.329888, 
17, 0.328860, 
18, 0.324724, 
19, 0.325337, 
20, 0.320633, 
21, 0.321709, 
22, 0.311643, 
23, 0.306970, 
24, 0.312764, 
25, 0.306666, 
26, 0.303455, 
27, 0.297809, 
28, 0.293068, 
29, 0.294528, 
30, 0.292192, 
31, 0.290797, 
32, 0.285064, 
33, 0.287393, 
34, 0.283515, 
35, 0.288906, 
36, 0.291217, 
37, 0.274955, 
38, 0.278615, 
39, 0.279464, 
40, 0.271875, 
41, 0.272524, 
42, 0.274240, 
43, 0.274986, 
44, 0.272905, 
45, 0.265618, 
46, 0.262741, 
47, 0.266072, 
48, 0.261063, 
49, 0.257063, 
50, 0.260745, 
51, 0.258451, 
52, 0.261172, 
53, 0.255092, 
54, 0.261819, 
55, 0.266275, 
56, 0.251440, 
57, 0.258658, 
58, 0.258395, 
59, 0.251381, 
60, 0.251626, 
61, 0.249963, 
62, 0.256772, 
63, 0.249368, 
64, 0.247267, 
65, 0.244360, 
66, 0.243757, 
67, 0.245420, 
68, 0.237265, 
69, 0.236274, 
70, 0.241655, 
71, 0.241228, 
72, 0.238854, 
73, 0.235142, 
74, 0.232419, 
75, 0.232787, 
76, 0.243970, 
77, 0.243539, 
78, 0.239497, 
79, 0.235482, 
80, 0.230849, 
81, 0.230145, 
82, 0.230170, 
83, 0.244392, 
84, 0.231939, 
85, 0.239210, 
86, 0.229588, 
87, 0.227805, 
88, 0.231301, 
89, 0.227642, 
90, 0.237542, 
91, 0.227324, 
92, 0.223425, 
93, 0.241891, 
94, 0.227546, 
95, 0.227200, 
96, 0.227776, 
97, 0.224368, 
98, 0.227669, 
99, 0.224921, 
100, 0.224109, 
Training finished at: 2025-05-23 06:17:04
