Beginning to load data...
 -- Train dataset size: 4134 / 4593 ~ 0.9
 -- Test dataset size: 459 / 4593 ~ 0.1
 -- Created DataLoaders with batch size: 8

Starting UNet Training...
  Epoch [1/20], Batch [1/517], Loss: 0.8477
  Epoch [1/20], Batch [2/517], Loss: 0.8336
  Epoch [1/20], Batch [3/517], Loss: 0.8168
  Epoch [1/20], Batch [4/517], Loss: 0.8073
  Epoch [1/20], Batch [5/517], Loss: 0.7948
  Epoch [1/20], Batch [6/517], Loss: 0.7953
  Epoch [1/20], Batch [7/517], Loss: 0.7938
  Epoch [1/20], Batch [8/517], Loss: 0.7842
  Epoch [1/20], Batch [9/517], Loss: 0.7694
  Epoch [1/20], Batch [10/517], Loss: 0.7752
  Epoch [1/20], Batch [11/517], Loss: 0.7670
  Epoch [1/20], Batch [12/517], Loss: 0.7731
  Epoch [1/20], Batch [13/517], Loss: 0.7583
  Epoch [1/20], Batch [14/517], Loss: 0.7624
  Epoch [1/20], Batch [15/517], Loss: 0.7623
  Epoch [1/20], Batch [16/517], Loss: 0.7374
  Epoch [1/20], Batch [17/517], Loss: 0.7434
  Epoch [1/20], Batch [18/517], Loss: 0.7540
  Epoch [1/20], Batch [19/517], Loss: 0.7389
  Epoch [1/20], Batch [20/517], Loss: 0.7494
  Epoch [1/20], Batch [21/517], Loss: 0.7332
  Epoch [1/20], Batch [22/517], Loss: 0.7401
  Epoch [1/20], Batch [23/517], Loss: 0.7396
  Epoch [1/20], Batch [24/517], Loss: 0.7118
  Epoch [1/20], Batch [25/517], Loss: 0.7205
  Epoch [1/20], Batch [26/517], Loss: 0.7422
  Epoch [1/20], Batch [27/517], Loss: 0.6877
  Epoch [1/20], Batch [28/517], Loss: 0.7098
  Epoch [1/20], Batch [29/517], Loss: 0.7132
  Epoch [1/20], Batch [30/517], Loss: 0.7160
  Epoch [1/20], Batch [31/517], Loss: 0.7140
  Epoch [1/20], Batch [32/517], Loss: 0.7149
  Epoch [1/20], Batch [33/517], Loss: 0.6880
  Epoch [1/20], Batch [34/517], Loss: 0.7110
  Epoch [1/20], Batch [35/517], Loss: 0.6852
  Epoch [1/20], Batch [36/517], Loss: 0.7198
  Epoch [1/20], Batch [37/517], Loss: 0.6862
  Epoch [1/20], Batch [38/517], Loss: 0.6913
  Epoch [1/20], Batch [39/517], Loss: 0.6752
  Epoch [1/20], Batch [40/517], Loss: 0.6836
  Epoch [1/20], Batch [41/517], Loss: 0.6690
  Epoch [1/20], Batch [42/517], Loss: 0.6770
  Epoch [1/20], Batch [43/517], Loss: 0.6884
  Epoch [1/20], Batch [44/517], Loss: 0.6696
  Epoch [1/20], Batch [45/517], Loss: 0.6503
  Epoch [1/20], Batch [46/517], Loss: 0.6810
  Epoch [1/20], Batch [47/517], Loss: 0.6786
  Epoch [1/20], Batch [48/517], Loss: 0.7024
  Epoch [1/20], Batch [49/517], Loss: 0.6576
  Epoch [1/20], Batch [50/517], Loss: 0.6644
  Epoch [1/20], Batch [51/517], Loss: 0.6727
